UNITID,DVADM01,DVADM02,DVADM03,DVADM04,DVADM05,DVADM06,DVADM07,DVADM08,DVADM09,DVADM10,DVADM11,DVADM12
208725,80,83,78,35,37,33,33,37,29,3,0,5
208822,94,94,93,18,19,17,18,19,17,0,0,0
209056,78,72,82,10,11,9,10,11,9,0,0,0
209065,85,83,87,17,16,17,17,16,17,0,0,0
209241,100,100,,100,100,,100,100,,0,0,
209409,67,65,70,19,21,17,19,21,17,0,0,0
209506,95,95,95,11,13,10,10,12,9,1,1,1
209542,77,75,79,20,22,19,18,20,17,2,2,2
209551,88,86,90,14,15,14,14,15,14,0,0,0
209603,75,61,78,28,30,28,28,30,28,0,0,0
209612,90,89,91,13,14,12,13,14,12,0,0,0
209807,91,90,91,18,22,16,17,20,15,2,2,1
209825,89,87,90,10,9,10,10,9,10,0,0,0
209922,25,18,28,13,15,9,13,15,9,0,0,0
210146,89,88,90,29,30,25,28,29,23,1,1,1
210304,71,67,74,12,14,10,11,13,10,1,2,0
210331,94,95,93,27,26,28,27,26,28,0,0,0
210401,77,72,80,14,14,14,14,14,14,0,0,0
210429,98,98,98,19,22,17,18,21,16,1,1,1
210492,83,82,84,11,17,7,11,17,7,0,0,0
210571,76,70,81,7,9,6,7,9,6,0,0,0
210669,55,48,63,10,11,9,10,11,9,0,0,0
210739,77,74,79,17,19,15,17,19,15,0,0,0
210775,58,51,65,13,13,13,13,13,13,0,0,0
211088,80,74,84,7,9,7,7,9,7,0,0,0
211273,29,,29,32,,32,32,,32,0,,0
211291,29,26,32,30,32,28,30,32,28,0,0,0
211431,87,84,88,16,13,17,16,12,16,0,0,0
211440,12,10,15,46,49,42,46,49,42,0,0,0
211468,84,63,85,14,3,14,14,3,14,0,0,0
211477,18,22,17,83,76,87,14,17,13,69,59,74
211556,62,51,68,13,16,12,13,15,12,0,0,0
211583,74,72,76,7,11,5,7,11,5,0,0,0
211635,83,100,80,100,100,100,100,100,100,0,0,0
211802,30,45,28,18,0,22,18,0,22,0,0,0
211893,5,4,5,92,100,92,92,100,92,0,0,0
211981,93,92,94,20,17,21,20,17,21,0,0,0
212009,42,38,45,21,23,20,21,23,20,0,0,0
212054,79,78,81,8,9,7,8,9,7,0,0,0
212106,84,82,84,13,13,14,13,13,14,0,0,0
212115,92,92,92,19,21,18,19,20,18,0,0,0
212133,91,90,91,21,21,22,18,20,17,3,1,5
212197,78,74,81,18,19,17,18,19,17,0,0,0
212577,28,25,31,17,18,16,17,18,16,0,0,0
212601,74,71,77,11,10,13,11,10,13,0,0,0
212674,39,34,45,16,18,14,16,18,14,0,0,0
212805,72,73,72,37,38,36,37,38,36,0,0,0
212832,90,89,90,17,19,16,17,19,16,0,0,0
212911,12,11,14,43,46,40,43,46,40,0,0,0
212984,71,63,76,21,23,20,21,23,20,0,0,0
213011,86,81,88,13,16,12,13,15,12,0,0,0
213020,91,89,92,24,26,23,23,25,22,1,1,0
213163,100,100,99,12,14,12,12,14,12,0,0,0
213233,98,99,91,57,58,54,54,55,54,3,3,0
213251,79,76,82,17,19,15,17,19,15,0,0,0
213303,85,82,88,11,11,11,10,11,9,1,0,1
213321,93,93,94,14,15,13,14,15,13,0,0,0
213349,91,89,92,18,18,19,18,18,19,0,0,0
213358,76,72,79,10,11,9,10,10,9,0,0,0
213367,97,97,96,9,9,10,9,9,10,0,0,0
213385,31,29,34,22,22,22,22,22,22,0,0,0
213400,56,51,60,34,34,33,21,20,21,13,14,13
213507,84,83,85,19,20,19,19,20,19,0,0,0
213543,26,24,28,28,31,26,28,31,26,0,0,0
213598,66,62,68,12,15,11,12,15,11,0,0,0
213622,81,91,80,15,20,15,15,20,15,0,0,0
213668,74,72,76,13,13,12,13,13,12,0,0,0
213774,95,93,96,11,14,9,10,13,9,0,0,0
213826,61,49,68,17,20,16,17,20,16,0,0,0
213914,78,100,77,59,100,58,59,100,58,0,0,0
213987,81,77,84,20,21,20,20,21,20,0,0,0
213996,79,77,80,29,32,27,29,32,27,0,0,0
214023,50,50,50,100,100,100,67,50,100,33,50,0
214041,86,85,88,18,17,19,18,16,19,1,1,0
214069,71,73,70,17,17,18,17,17,18,0,0,0
214148,56,,56,17,,17,17,,17,0,,0
214157,54,46,61,16,17,15,16,17,15,0,0,0
214166,82,70,89,25,23,25,24,23,25,0,0,0
214175,72,68,75,13,13,13,13,13,13,0,0,0
214272,81,76,84,10,10,10,10,10,10,0,0,0
214476,82,83,82,100,100,100,94,100,93,6,0,7
214528,80,73,97,62,56,73,58,52,70,4,5,3
214591,97,97,97,15,17,11,15,17,11,0,0,0
214625,95,97,94,22,33,14,22,33,14,0,0,0
214634,92,94,91,28,23,32,25,21,28,3,2,4
214643,97,97,97,15,17,12,15,17,12,0,0,0
214652,99,99,98,9,13,5,8,13,5,0,0,0
214670,97,97,98,14,17,11,14,17,11,0,0,0
214689,98,98,98,10,13,8,10,13,8,0,0,0
214698,96,97,94,10,9,9,9,9,9,0,0,0
214704,99,99,98,9,12,7,9,11,7,0,0,0
214713,98,98,98,11,13,10,11,13,9,0,0,0
214731,98,99,98,17,20,13,16,20,13,0,1,0
214740,97,98,96,28,36,19,28,36,19,0,0,0
214759,95,95,96,14,18,12,14,18,12,0,0,0
214768,96,97,96,26,33,20,26,32,20,0,0,0
214777,61,58,63,17,19,16,17,19,16,0,0,0
214786,96,97,96,19,24,14,19,24,14,0,0,0
214795,98,98,98,24,28,22,24,28,22,0,0,0
214801,97,97,97,11,14,8,11,14,8,0,0,0
214810,97,96,97,20,26,17,20,26,17,0,0,0
214829,97,98,97,11,13,8,10,12,8,0,1,0
214892,56,54,59,55,53,58,55,53,58,0,0,0
215053,99,98,100,32,37,31,32,36,31,1,1,0
215062,5,5,5,68,68,68,68,68,68,0,0,0
215114,88,85,92,45,46,44,42,43,42,3,3,2
215266,89,90,87,8,9,7,8,9,7,0,0,0
215275,95,95,95,17,18,17,17,18,17,0,0,0
215284,95,95,95,18,21,15,18,20,15,0,0,0
215293,58,55,60,13,13,13,13,13,13,0,0,0
215309,35,29,35,63,100,59,58,100,55,4,0,5
215442,97,96,97,10,12,9,10,12,9,0,0,0
215594,29,56,27,100,100,100,74,80,73,26,20,27
215637,43,54,41,52,74,55,52,74,55,0,0,0
215655,90,90,90,10,11,9,10,11,9,0,0,0
215682,75,74,82,70,71,65,70,71,65,0,0,0
215691,76,76,76,8,12,6,8,12,6,0,0,0
215743,77,79,81,20,19,21,20,19,21,0,0,0
215770,89,91,88,14,15,13,14,15,13,0,0,0
215798,62,58,70,20,20,21,20,20,21,0,0,0
215929,81,84,80,11,13,10,11,13,10,0,0,0
215947,80,76,82,14,16,13,14,16,13,0,0,0
215974,78,81,78,6,8,6,6,8,6,0,0,0
215992,85,85,86,77,91,72,77,91,72,0,0,0
216010,87,86,87,18,19,17,17,19,16,0,0,0
216038,71,72,71,34,35,33,33,35,33,0,0,0
216047,100,100,,100,100,,100,100,,0,0,
216083,97,100,96,72,84,68,66,84,61,6,0,7
216278,81,81,83,14,14,13,14,14,13,0,0,0
216287,7,8,7,44,44,44,44,44,44,0,0,0
216296,71,71,72,65,65,63,65,65,62,0,0,1
216311,90,90,,86,86,,86,86,,0,0,
216339,80,79,81,15,16,15,15,16,14,0,0,0
216357,72,67,84,11,9,16,11,9,16,0,0,0
216366,81,81,81,12,12,12,12,12,12,0,0,0
216524,92,91,93,12,15,10,12,15,10,0,0,0
216542,61,64,58,28,29,27,28,29,27,0,0,1
216597,27,28,26,28,27,28,27,27,28,0,0,0
216667,81,76,84,13,16,10,13,16,10,0,0,0
216694,90,89,91,19,19,19,19,19,19,0,0,0
216764,78,75,80,22,26,21,22,25,21,0,0,0
216773,100,100,100,76,100,75,76,100,75,0,0,0
216807,93,91,94,12,14,11,12,14,11,0,0,0
216852,71,65,75,14,13,14,14,13,14,0,0,0
216931,91,90,91,9,9,9,9,9,9,0,0,0
216940,22,22,,81,81,,81,81,,0,0,
217013,92,90,93,21,14,24,19,14,21,2,0,3
217040,100,100,,100,100,,100,100,,0,0,
217059,74,68,77,15,17,13,15,17,13,0,0,0
217156,5,7,4,65,64,66,65,64,66,0,0,0
217165,65,59,76,14,15,12,14,15,12,0,0,0
217235,88,85,90,16,16,16,16,16,16,0,0,0
217305,67,77,56,23,26,18,23,26,18,0,0,0
217402,51,53,49,19,20,19,19,20,19,0,0,0
217420,92,90,93,23,23,23,23,23,23,0,0,0
217484,72,70,75,15,17,14,15,17,14,0,0,0
217493,19,20,18,41,47,40,41,47,40,0,0,0
217518,88,86,89,13,14,12,13,14,12,0,0,0
217536,68,65,69,13,17,12,13,17,12,0,0,0
217624,73,68,75,6,10,4,6,10,4,0,0,0
217633,55,56,54,33,35,31,32,35,31,0,0,0
217688,96,96,97,18,19,17,18,18,17,0,0,0
217721,96,96,96,8,11,6,8,11,6,0,0,0
217776,100,99,100,33,34,33,32,33,31,2,1,2
217819,60,54,62,12,12,12,12,12,12,0,0,0
217864,23,26,12,91,91,87,91,91,87,0,0,0
217873,65,67,64,7,7,8,7,7,8,0,0,0
217882,38,36,40,21,22,20,21,22,20,0,0,0
217907,94,93,96,23,28,19,23,28,19,0,0,0
217925,94,94,94,35,36,34,35,36,34,0,0,0
217934,94,94,94,9,11,8,8,11,7,1,1,1
217961,68,58,72,12,12,12,12,12,12,0,0,0
217998,63,66,61,22,26,16,22,26,16,0,0,0
218061,86,87,86,22,25,21,22,25,21,0,0,0
218070,43,37,48,13,14,12,13,14,12,0,0,0
218229,81,83,81,23,26,21,23,26,21,0,0,0
218238,97,98,97,11,15,8,11,15,8,0,0,0
218414,90,89,91,10,12,9,10,12,9,0,0,0
218441,67,70,64,32,33,32,32,32,32,0,0,0
218539,68,65,71,12,14,10,12,13,10,0,0,0
218645,79,78,79,28,33,26,28,33,26,0,0,0
218654,73,70,73,26,31,24,26,31,24,0,0,0
218663,60,55,63,23,24,22,23,24,22,0,0,0
218672,83,86,81,66,69,64,62,62,62,4,7,2
218681,76,77,75,23,28,19,22,28,17,1,0,2
218690,74,79,70,54,59,50,53,58,49,1,1,1
218706,62,70,56,58,67,48,57,66,47,1,1,1
218724,75,71,78,17,17,17,17,17,17,0,0,0
218733,83,84,82,11,15,9,10,14,8,1,1,1
218742,67,65,68,24,26,23,24,26,23,0,0,0
218821,78,78,78,28,33,25,27,32,25,1,1,0
218964,79,76,81,15,17,14,15,17,14,0,0,0
218973,52,48,55,18,23,15,18,23,15,0,0,0
219000,68,63,73,26,25,28,26,25,28,0,0,0
219046,96,97,96,30,29,30,27,27,27,3,2,3
219082,88,88,88,18,20,14,17,20,13,1,0,1
219091,73,75,70,21,21,23,21,21,23,0,0,0
219198,43,43,41,23,21,26,21,18,26,1,2,0
219240,85,79,93,9,11,7,0,0,0,9,11,7
219259,93,89,96,35,37,34,34,35,32,2,2,2
219347,80,81,78,38,41,29,36,39,28,2,2,2
219356,98,98,99,34,32,36,33,31,35,1,1,1
219383,83,78,86,15,17,15,15,16,15,0,0,0
219471,99,98,99,24,21,26,23,21,25,1,1,1
219602,96,96,97,27,28,27,25,24,25,3,4,2
219639,82,84,82,35,19,37,31,19,32,4,0,4
219709,95,95,96,18,20,17,18,20,17,0,0,0
219718,60,63,58,32,39,26,30,38,24,2,2,2
219806,90,90,91,17,20,14,17,20,14,0,0,0
219833,87,87,86,13,18,10,13,18,10,0,0,0
219903,95,91,95,57,52,57,57,52,57,0,0,0
219949,67,69,66,41,43,39,40,42,38,0,0,1
219976,68,64,70,25,28,23,25,28,23,0,0,0
220075,86,86,87,25,27,23,24,27,23,1,0,1
220181,37,30,41,9,17,5,8,17,5,0,1,0
220215,60,61,59,36,49,29,36,49,29,0,0,0
220464,100,100,100,82,80,83,71,60,72,12,20,10
220473,65,64,66,32,33,32,31,32,31,1,0,1
220516,100,99,100,20,28,15,20,28,15,0,1,0
220604,99,99,99,52,56,49,49,52,47,3,4,2
220613,71,72,70,35,40,32,35,40,32,0,0,0
220631,63,59,64,16,20,14,15,19,14,1,0,1
220701,87,88,86,26,32,23,26,32,23,0,0,0
220710,61,55,66,14,15,13,14,15,13,0,0,0
220862,72,72,72,18,20,17,18,20,16,0,0,0
220978,69,69,69,30,34,28,30,33,28,0,0,0
221351,50,45,54,12,14,11,12,13,11,0,0,0
221519,57,52,61,18,20,16,18,20,16,0,0,0
221661,65,69,71,37,40,35,36,39,34,1,0,1
221731,69,66,70,30,38,27,30,38,26,0,0,0
221740,81,82,80,29,32,27,29,32,27,0,0,0
221759,42,45,39,27,30,26,27,30,26,0,0,0
221768,88,86,89,23,27,21,23,27,21,0,0,0
221838,70,66,72,13,14,13,13,14,13,0,0,0
221847,76,76,76,23,26,19,23,26,19,0,0,0
221892,69,66,71,27,32,24,27,32,24,0,0,0
221953,72,71,75,16,16,16,16,16,16,0,0,0
221971,60,60,61,30,35,27,29,35,26,1,1,1
221999,6,6,6,61,60,62,61,60,62,0,0,0
222178,66,58,71,12,13,12,12,13,12,0,0,0
222831,83,81,84,28,29,27,28,28,27,0,0,0
222983,48,42,53,14,17,13,14,17,13,0,0,0
223083,100,100,100,100,100,100,100,100,100,0,0,0
223117,29,29,,75,75,,75,75,,0,0,
223232,51,57,48,14,14,14,14,14,14,0,0,0
223472,81,50,83,67,50,67,67,50,67,0,0,0
224004,91,90,92,8,10,7,8,10,6,0,0,0
224147,89,88,89,21,22,20,20,21,20,1,1,1
224226,89,87,90,11,11,11,11,11,11,0,0,0
224244,22,22,21,41,41,42,41,41,42,0,0,0
224323,53,52,55,20,22,19,20,22,19,0,0,0
224527,58,60,56,35,36,34,34,36,33,0,0,1
224545,64,64,63,17,16,17,16,15,16,1,1,1
224554,92,91,93,12,15,11,12,14,11,0,0,0
225201,51,49,57,98,98,100,98,98,100,0,0,0
225247,90,88,91,12,19,8,12,19,8,0,0,0
225399,84,81,86,11,13,9,10,12,8,1,1,1
225414,91,89,91,22,26,20,17,20,15,5,6,4
225432,90,88,91,20,24,18,15,18,12,5,6,5
225502,96,96,96,12,15,10,11,14,9,1,1,1
225511,74,72,76,27,28,26,25,25,24,2,2,2
225548,67,67,68,27,34,21,23,28,19,4,6,1
225575,39,40,38,23,23,23,23,23,23,0,0,0
225627,98,98,98,9,8,10,9,8,10,0,0,0
225991,68,66,75,57,52,67,57,52,67,0,0,0
226091,86,84,88,22,24,21,21,23,20,1,2,1
226152,44,42,46,36,38,35,36,37,35,0,1,0
226231,38,40,36,22,26,18,21,26,17,1,0,1
226383,73,76,72,26,29,24,26,29,24,0,0,0
226471,96,95,96,6,7,5,5,7,5,0,0,0
226587,57,55,59,12,13,11,12,13,11,0,0,0
226833,94,93,94,13,12,13,13,12,13,0,0,0
227216,72,69,75,24,26,23,24,25,22,1,1,1
227368,94,92,96,41,42,39,32,32,31,9,10,8
227429,40,38,42,14,15,13,11,13,10,2,1,3
227526,79,75,81,18,16,19,18,15,19,1,1,1
227757,8,8,8,44,44,44,44,44,44,0,0,0
227845,81,78,83,10,11,9,10,11,9,0,0,0
227863,90,90,90,30,31,29,29,30,29,1,1,1
227881,90,88,91,21,24,20,20,23,19,1,1,1
228042,88,88,89,15,18,13,15,18,13,0,0,0
228149,98,97,98,13,14,12,13,14,12,0,0,0
228246,63,61,65,18,19,17,18,19,17,0,0,0
228325,89,87,92,57,57,57,56,57,56,1,0,1
228343,43,40,46,14,16,13,14,16,13,0,0,0
228431,94,93,95,17,17,17,17,16,17,0,0,0
228459,89,87,91,27,28,26,26,27,25,1,1,1
228468,78,99,68,21,23,19,20,21,19,1,2,0
228501,99,99,98,18,19,17,18,19,17,0,0,0
228529,90,86,92,24,27,23,23,25,22,1,2,1
228705,91,88,93,16,19,14,16,18,13,0,0,1
228723,57,57,58,40,40,39,35,35,35,5,6,5
228769,80,79,81,26,29,25,24,26,22,3,3,3
228778,27,23,31,47,47,47,47,47,47,1,1,1
228787,65,63,68,20,23,18,19,22,17,1,1,1
228796,100,100,100,34,33,34,27,26,27,7,7,7
228802,94,93,95,27,28,27,23,23,23,4,4,4
228875,44,41,47,25,26,24,25,26,24,0,0,0
228981,96,95,97,17,21,14,17,21,14,0,0,0
229018,95,93,96,44,45,43,41,42,39,3,3,4
229027,87,84,89,27,30,25,21,24,19,6,7,5
229063,97,96,97,18,20,17,17,18,16,1,2,1
229115,73,72,73,27,28,26,27,28,26,0,0,0
229160,69,67,71,14,17,12,14,17,12,0,0,0
229179,96,95,96,20,16,20,20,16,20,0,0,0
229267,26,25,27,20,22,19,20,22,19,0,0,0
229780,56,59,53,32,38,25,29,36,21,3,2,4
229814,99,99,99,33,36,32,32,35,31,1,1,1
230038,68,61,74,78,78,77,76,76,76,2,2,2
230047,47,68,38,75,68,80,74,67,79,1,2,1
230603,82,80,83,14,13,14,12,11,13,1,2,1
230728,92,93,92,24,21,26,21,19,24,2,2,2
230764,86,85,87,26,26,26,25,26,25,1,1,1
230807,67,62,70,10,12,8,10,12,8,0,0,0
230816,45,24,57,12,13,11,11,12,11,0,0,0
230852,83,83,83,12,17,7,11,17,7,1,1,1
230959,11,12,10,44,40,49,44,40,49,0,0,0
230995,74,73,77,14,16,11,13,15,10,1,1,0
231059,85,79,89,12,13,11,12,13,11,0,0,0
231095,67,61,71,11,21,4,11,21,4,0,0,0
231165,82,84,80,23,24,21,21,23,19,2,2,2
231174,65,62,67,16,18,15,16,18,15,0,0,0
231411,54,54,49,43,42,46,43,42,46,0,0,0
231420,57,62,50,18,20,15,17,19,14,1,1,1
231554,59,64,50,18,28,13,18,28,13,0,1,0
231581,92,90,93,10,12,8,10,12,8,0,0,0
231624,34,37,32,27,26,27,27,26,27,0,0,0
231651,38,40,37,22,24,20,13,14,13,8,10,7
231712,86,85,87,18,20,17,18,20,17,0,0,0
232025,84,81,86,12,14,11,12,14,11,0,0,0
232043,100,100,100,12,16,10,12,16,10,0,0,0
232089,89,90,88,12,12,10,12,12,10,0,0,0
232186,87,85,90,20,24,17,19,22,17,1,1,1
232256,41,41,,23,23,,23,23,,0,0,
232265,62,60,63,10,12,10,10,12,10,0,0,0
232308,68,,68,10,,10,10,,10,0,,0
232423,72,67,74,18,20,17,18,20,17,0,0,0
232557,99,99,99,24,27,23,19,19,18,6,7,4
232566,90,89,91,17,14,19,17,13,19,0,0,0
232609,43,36,50,15,17,13,15,17,13,0,0,0
232618,100,,100,0,,0,0,,0,0,,0
232681,80,76,82,18,19,17,18,19,17,0,0,0
232706,93,92,94,12,14,10,11,13,10,0,0,0
232937,88,85,89,13,13,13,13,13,13,0,0,0
232982,90,89,91,20,21,19,20,21,19,0,0,0
233277,90,87,91,14,13,15,14,13,15,0,0,0
233295,87,85,88,19,19,19,19,19,19,0,0,0
233301,94,94,94,12,14,10,12,14,10,0,0,0
233338,89,83,90,33,34,37,30,31,33,3,3,4
233374,22,24,21,23,24,23,23,24,23,0,0,0
233408,13,14,13,100,100,100,13,0,14,88,100,86
233426,83,83,83,10,11,9,10,11,9,0,0,0
233541,77,83,73,17,17,16,17,17,16,0,0,0
233611,96,98,95,21,23,20,21,22,20,0,0,0
233718,76,,76,13,,13,13,,13,0,,0
233897,29,33,26,15,15,14,15,15,14,0,0,0
233921,55,52,59,25,26,25,25,26,25,0,0,0
234030,93,91,93,22,21,22,21,21,22,0,0,0
234076,17,16,17,40,39,41,40,39,41,0,0,0
234085,71,73,67,32,33,26,32,33,26,0,0,0
234155,89,86,90,14,18,13,14,18,12,0,0,0
234164,98,98,98,14,18,12,12,16,10,2,2,1
234173,73,67,77,12,13,11,12,13,11,0,0,0
234207,14,12,16,41,44,39,41,44,39,0,0,0
234827,91,89,92,20,22,18,19,20,17,1,1,1
235024,62,56,64,19,18,18,19,18,18,0,0,0
235097,91,90,91,23,24,22,21,23,21,1,1,1
235167,96,96,97,25,32,22,25,31,21,1,1,1
235316,82,82,81,17,18,17,17,18,17,0,0,0
236133,83,75,88,31,37,28,31,37,28,0,0,0
236230,78,74,81,14,13,14,14,13,14,0,0,0
236328,72,66,78,11,12,11,11,12,11,0,0,0
236452,90,89,90,13,13,13,13,13,13,0,0,0
236577,83,79,86,16,15,16,16,15,16,0,0,0
236595,77,79,76,14,15,13,14,14,13,0,0,0
236939,87,86,87,20,22,18,19,22,18,0,0,0
236948,39,35,43,27,28,25,26,28,25,0,0,0
237011,93,93,94,23,25,21,23,25,21,0,0,0
237057,38,31,44,14,15,13,14,15,13,0,0,0
237066,90,89,90,14,15,13,14,15,13,0,0,0
237136,78,73,83,79,95,65,78,92,65,1,3,0
237181,59,58,83,27,51,21,27,51,21,0,0,0
237215,97,97,98,33,29,36,31,28,34,2,2,2
237312,62,52,66,17,25,19,16,25,19,0,0,1
237330,93,89,96,18,19,17,18,19,17,0,0,0
237358,94,92,96,25,30,22,25,30,22,0,0,0
237367,99,98,99,34,33,34,33,33,33,1,0,1
237525,96,96,96,28,29,27,28,29,27,0,0,0
237561,58,66,52,74,68,81,74,68,81,0,0,0
237792,97,96,97,32,31,32,31,30,32,1,1,0
237899,96,92,98,6,7,4,5,7,4,0,0,0
237932,97,97,98,32,34,30,31,33,30,0,0,0
237950,37,33,43,52,52,53,52,51,53,1,1,0
237969,93,93,94,23,23,22,23,23,22,0,0,0
238032,89,87,91,25,26,24,25,26,24,0,0,0
238078,63,66,60,10,11,9,10,11,9,0,0,0
238096,75,,75,100,,100,100,,100,0,,0
238193,86,,86,17,,16,16,,16,0,,0
238324,97,100,97,86,75,86,78,75,78,7,0,8
238333,63,60,67,9,9,9,9,9,9,0,0,0
238458,67,63,69,18,15,19,17,15,19,0,0,0
238476,87,86,88,11,12,11,11,12,11,0,0,0
238616,78,75,81,14,14,14,14,14,13,0,0,0
238661,76,70,78,16,17,17,16,17,16,0,0,0
238980,86,87,86,16,18,14,16,18,14,0,0,0
239017,64,59,69,17,19,15,17,19,15,0,0,0
239071,72,70,74,69,69,68,57,56,58,11,13,9
239080,75,68,80,18,20,17,15,17,14,3,3,3
239105,81,79,84,14,14,14,14,14,14,0,0,0
239309,61,60,58,33,29,32,33,29,32,0,0,0
239318,59,59,59,17,17,17,17,17,17,0,0,0
239390,62,,62,14,,14,14,,14,0,,0
239512,75,73,77,10,14,6,10,14,6,0,0,0
239628,80,77,83,11,11,11,11,11,11,0,0,0
239716,86,82,89,14,14,14,14,14,14,0,0,0
240107,72,64,78,16,17,16,16,17,16,0,0,0
240189,86,85,86,25,27,22,24,27,21,1,1,1
240268,82,80,84,28,29,28,28,29,27,0,0,0
240277,89,85,91,25,27,24,24,26,23,1,1,1
240329,76,71,79,43,44,43,43,44,43,0,0,0
240338,78,75,83,20,17,25,20,17,25,0,0,0
240365,87,84,88,21,23,20,21,23,20,0,0,0
240374,75,71,79,26,29,24,24,27,22,2,2,2
240392,94,94,94,69,69,69,21,27,21,48,42,48
240417,88,87,89,24,27,22,24,26,21,1,1,1
240426,93,92,94,19,19,19,19,19,18,1,0,1
240444,45,42,48,29,27,30,29,27,30,0,0,0
240453,91,89,92,24,24,24,23,23,23,1,1,0
240462,89,91,88,30,32,26,29,32,25,1,0,1
240471,82,77,85,25,25,25,25,24,25,0,1,0
240480,92,90,93,23,26,22,23,26,21,0,0,0
240727,97,97,97,24,24,24,23,24,23,0,0,0
241191,100,100,100,52,62,45,47,58,40,5,4,5
241225,66,65,67,89,87,90,84,82,85,5,5,6
241331,100,100,100,76,72,77,71,66,72,5,6,5
241395,94,97,92,17,15,17,15,15,15,2,0,3
241410,98,98,98,32,32,32,32,32,32,0,0,0
241720,75,86,68,98,100,96,88,100,76,10,0,20
241766,78,80,75,87,90,79,14,8,29,72,83,50
241836,96,95,96,100,100,100,53,59,51,47,41,49
241951,100,100,100,98,89,100,97,89,98,2,0,2
242042,93,92,98,93,100,76,90,97,73,3,3,2
242556,79,78,80,85,75,98,72,59,90,13,16,8
242583,63,63,64,100,100,100,91,93,88,9,7,13
242617,42,54,45,98,98,98,97,97,97,2,1,2
242626,42,44,47,98,97,98,96,94,96,2,3,2
242635,38,48,45,91,95,90,90,95,89,1,1,1
242644,86,95,96,56,56,56,55,54,56,1,2,0
242653,70,81,81,27,28,27,27,27,26,1,1,1
242662,34,40,38,85,87,83,84,87,82,0,1,0
242680,27,90,82,99,99,98,97,97,97,1,2,1
242699,36,51,47,99,100,98,97,97,97,2,3,1
242705,40,50,36,97,98,97,96,96,95,2,2,1
242954,74,63,79,100,100,100,66,58,69,34,42,31
243106,81,82,81,95,97,94,94,95,94,1,1,0
243115,59,60,59,77,81,75,77,81,75,0,0,0
243133,35,35,35,78,76,80,78,76,80,0,0,0
243142,55,56,54,70,69,71,70,68,71,0,1,0
243151,53,54,54,77,77,76,77,76,76,0,0,0
243179,55,55,57,86,84,87,86,83,87,1,0,1
243188,64,67,63,55,58,53,54,58,52,0,0,1
243197,57,61,51,71,73,68,71,73,68,0,0,0
243212,52,52,52,84,88,82,84,88,82,0,0,0
243221,55,55,55,71,73,71,71,73,71,0,0,0
243443,58,60,58,61,67,58,58,64,55,3,4,3
243568,60,80,40,100,100,100,100,100,100,0,0,0
243586,99,99,99,15,17,15,15,16,14,1,0,1
243638,87,86,88,49,46,52,45,42,47,5,4,5
243665,99,99,99,35,40,33,31,35,29,4,5,4
243744,4,3,4,82,82,82,82,82,82,0,0,0
243780,50,47,55,29,31,27,29,31,26,0,0,1
243832,61,59,61,77,71,79,7,7,7,70,64,73
244233,100,100,100,100,100,100,81,67,82,19,33,18
244437,91,91,91,27,31,24,20,24,17,7,7,6
245652,53,51,62,37,35,41,36,35,40,0,0,1
245777,38,38,,67,67,,67,67,,0,0,
245953,92,95,90,69,65,72,54,59,50,15,6,21
246071,100,100,100,100,100,100,100,100,100,0,0,0
247649,49,54,42,48,52,42,34,38,28,14,14,14
247773,90,90,,100,100,,100,100,,0,0,
248633,100,,100,100,,100,100,,100,0,,0
248934,75,81,71,26,26,26,26,26,26,0,0,0
250027,77,91,74,61,74,57,60,74,56,1,0,1
260363,100,100,100,100,100,100,100,100,100,0,0,0
262129,73,71,74,19,23,16,19,23,16,0,0,0
262466,100,,100,100,,100,100,,100,0,,0
363934,98,99,95,43,44,40,27,29,17,16,14,23
365213,71,82,60,58,63,52,6,7,5,52,56,46
365383,79,86,78,17,17,17,17,17,17,0,0,0
365763,100,100,100,92,100,90,92,100,90,0,0,0
366261,86,90,85,100,100,100,100,100,100,0,0,0
366711,95,95,95,14,15,13,13,14,13,1,1,1
367972,94,60,100,100,100,100,100,100,100,0,0,0
368452,46,46,47,50,49,52,50,49,52,0,0,0
369455,92,100,90,70,60,72,70,60,72,0,0,0
369668,96,95,97,71,75,70,71,75,70,0,0,0
373711,71,100,68,80,100,77,80,100,77,0,0,0
375966,81,71,82,100,100,100,29,40,28,71,60,72
377218,69,69,,58,58,,58,58,,0,0,
377546,66,67,66,41,36,42,41,36,42,0,0,0
377555,91,90,91,24,26,22,23,25,21,1,1,1
377564,83,83,82,21,25,19,20,23,18,1,2,1
379621,100,,100,100,,100,67,,67,33,,33
382416,75,50,80,100,100,100,100,100,100,0,0,0
383084,100,100,100,99,98,100,81,75,85,18,23,15
384254,43,49,37,39,39,39,39,39,39,0,0,0
384421,92,92,,100,100,,100,100,,0,0,
385619,81,84,79,66,62,70,66,62,70,0,0,0
386153,84,,84,73,,73,68,,68,5,,5
386472,94,94,94,69,69,69,38,44,37,31,25,33
392354,0,0,0,,,,,,,,,
399869,74,77,50,92,93,86,92,93,86,0,0,0
399911,43,32,51,46,44,47,46,44,47,0,0,0
405058,90,90,,100,100,,100,100,,0,0,
406422,67,100,64,76,100,73,76,100,73,0,0,0
407610,100,100,100,40,40,40,20,0,40,20,40,0
409698,97,97,98,10,9,10,10,9,10,0,0,0
414878,40,37,43,56,55,59,31,36,28,25,18,31
417327,100,100,,100,100,,100,100,,0,0,
